record_id,source,narrative,primary_lsr,secondary_lsr,all_lsrs,label_count,lsr_label_provenance
OILPS_OSHA_01653,OSHA,An employee was cutting the coke or removing the coke from the drum to the loading area. Steam was released during the coke cutting process and the employee suffered burns to the neck/jawline and hand/wrist areas.,None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_01198,OSHA,"An employee was using a forklift to move a bale, weighing approximately 1000 lbs., to a c-can for storage. When the employee unsecured the bale from the forklift, the bale fell off the forklift and onto the employee, fracturing his ankles.",Safe Mechanical Lifting,,Safe Mechanical Lifting,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02048,OSHA,"On March 15, at 11 a.m., an employee was running a cable to the floor of a pulling unit when the employee was shocked by approximately 1,050 volts DC from the trailer truck. The employee was hospitalized with an electrical shock to the hands.",Driving,,Driving,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0158,IOGP_SPI,"The subsea support vessel reported that during ballast removal activities on the Line, diving personnel identified, 
during the 06:00 technical schedule, a loss of containment located 57 cm from the field joint.
Subsequently, while continuing cleaning activities for resizing, a second loss of containment was identified 25 
cm from the field joint, also in the direction of platform. Personnel from the platform carried out operational 
adjustments to reduce the operating pressure of the outlet pipeline from the platform to the terminal from 23 to 20 
kg/cm². The quantification of the iridescence area and volume is in progress, with environmental impact yet to be 
determined.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_02560,OSHA,"Three employees were cleaning a heater treater when a gas build-up caused an explosion in the building. Two of the employees received minor injuries; the third was hospitalized, having suffered a severe laceration across the forehead, burns to the face and neck, and a fractured spine.",Hot Work,,Hot Work,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_03065,OSHA,"Two employees were trying to adjust a 1,500-pound accumulator. It tipped over and caught one of the employees, breaking his right leg.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0210,IOGP_SPI,"During station shutdown, while troubleshooting on the Emergency Shut Down (ESD) actuator valve to reconfirm 
either it’s opened or closed for readiness of purging activity by bleeding N2 supply to close the ESD actuator valve. 
They reintroduced N2 again to the actuator to open the valve to see whether the indicator of ESD valve change to 
open position. However, the introduction of N2 caused the actuator end cap ejected.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_01964,OSHA,"While checking on equipment on the back of a welding truck, an employee fell off the back of the truck to the ground about 36 inches below. The employee suffered multiple fractures and was hospitalized.",Hot Work,Driving,Hot Work; Driving,2,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_00673,OSHA,"An employee was securing a stand of drilling pipe with a chain wrench when the wrench broke and hit his hand, breaking his wrist and finger.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0044,IOGP_SPI,"An operator identified abnormal pressure conditions on a CO2 injection system and confirmed a pipeline failure on a 
CO2 flexpipe segment. The release was isolated and response actions were initiated.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_02044,OSHA,An employee was preparing to load asphalt into a truck. The employee was about to line up the hose into the opening of the truck when the asphalt in the tanker flashed causing second degree burns to the employee's face and arms.,Driving,,Driving,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_03181,OSHA,An employee was sprayed with 12.5 percent sodium hypochlorite when a line burst on a pumping unit. The employee suffered a chemical burn.,Energy Isolation,,Energy Isolation,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_HPE_0050,IOGP_HPE,"During space-out of the traveling block to function-test the power tong, the Driller hoisted the traveling block with 
the working string. When the string was about 2 meters above the rig floor, the Driller applied the brake. At that 
moment, the traveling block and working string suddenly moved down to the rig floor. Work string landed on the slip 
and travelling block stopped moving where the brake was activated.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_03620,OSHA,"An employee was installing a compressor piston. He tripped and fell backward while the piston was in his lap. As he landed, the little finger of his left hand became caught between the piston and compressor piping resulting in a partial amputation of the fingertip. The employee required stitches and the fingertip was reattached.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_HPE_0007,IOGP_HPE,"At about 10:30 hours, a company-owned light vehicle in a security convoy travelling veered off the road and collided 
with an electric pole. The driver and accompanying customer were safely evacuated and transported to the Clinic for 
appropriate medical evaluation / attention.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_04008,OSHA,"An employee was performing a hot tap. The employee set a completion plug in preparation of removing the completion plug stopple tool. The tool was not completely set, and gas pressure and metal debris were released from the blow out. The employee sustained multiple contusions and abrasions to the chest, neck and face area, loss of eyes, and finger amputations.",Energy Isolation,,Energy Isolation,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02274,OSHA,An employee was assisting a customer to position a shaker basket on a shaker skid utilizing a forklift operated by the customer. Three of the employee's fingers on the left hand were caught and injured between the shaker basket and the cross support of the shaker skid.,Safe Mechanical Lifting,,Safe Mechanical Lifting,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0031,IOGP_SPI,"Crude oil leak from a 6’’ underground line coming from oil well and going to Gathering center. The line was isolated. 
The total volume spilled is 10 bbls.",None,,None,0,SOURCE_GROUNDED
OILPS_IOGP_HPE_0036,IOGP_HPE,"A forklift driver’s ankle was struck by a spreader bar during offloading from a truck at the logistics base. There 
were no lifting pockets welded onto the bar. In past lifting operations, the spreader bar had been placed on wooden 
blocks on the truck bed and lifted directly on the forks of a forklift. This time the wooden blocks were not in place. 
The truck driver and the forklift driver decided to lift the spreader bar off the truck by hooking hoisting slings 
attached to the spreader bar and to the forklift forks, crossing them to reduce the length of the slings. During 
hoisting, the spreader bar rotated and swung into the forklift cabin, hitting the driver’s ankle. The forklift cabin door 
had been left open to improve communication between the drivers.",None,,None,0,SOURCE_GROUNDED
OILPS_IOGP_FATAL_0193,IOGP_FATAL,"The contractor worker, 50 years old, while performing activities on an 18” floating gate valve located at the inlet 
line to separator at the Gas Transportation Processing Centre, was struck by a metal element in the right front hip. 
He was transported to the clinic located outside the facility, where the on-duty physician declared him deceased at 
10:30 h.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_03409,OSHA,"An employee was opening a hatch on a bulk cement truck when pressure inside of the truck caused the hatch cover to slide off and up, striking the employee. The employee sustained a non-displaced pelvis fracture, a right linear temporal fracture and a subdural hematoma.",Energy Isolation,Driving,Energy Isolation; Driving,2,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_HPE_0070,IOGP_HPE,"During a fluid-hauling task, water transfer to a tank truck was completed and the hose was disconnected. A valve 
was found not fully closed, and hot fluid sprayed during subsequent valve manipulation. The job was stopped, 
emergency medical response was initiated, and the well/site was shut down to support response and control the 
release.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_03980,OSHA,An employee slipped on ice in a gravel parking lot and fell to the ground. The employee suffered a broken right hip.,None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0038,IOGP_SPI,"On 11th March 2025 at 2030, a gas leak was reported from the wellhead platform Chemical Inject (CI) Quill. 
The leak continued for about 6 days due to the passing emergency shutdown valve. The hydrocarbon gas at 85 
– 90 barg with 0.8 mol % H2S leaked from a 3 mm weep hole.",None,,None,0,SOURCE_GROUNDED
OILPS_IOGP_SPI_0060,IOGP_SPI,"The water line was clogged with solids causing oil tanks to overfill. This resulted in a spill to a lined berm and 
adjacent pad of 68.5 bbls of crude oil, of which 66 bbls were recovered.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_03979,OSHA,"An employee was in a trench, welding/installing a new pipe that was being held up using an excavator. The excavator arm rotated, and the employee was pinned between the pipe and the trench box. The employee suffered three broken ribs and a collapsed lung.",Hot Work,,Hot Work,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0073,IOGP_SPI,"Gasket failure on 24” valve caused 4,800 KCF gas release; station evacuated and shut in remotely.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_01168,OSHA,"An employee was attempting to reposition the fork on a telehandler. His right pinky finger was between the fork and the mounting bracket when the fork shifted and swung back, crushing his pinky finger.",Safe Mechanical Lifting,,Safe Mechanical Lifting,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_03336,OSHA,"An employee was doing welding work on a cylinder. The cylinder fell from a skid frame. As the employee went to catch it, it partially amputated the bottom of his left middle finger.",Working at Height,Hot Work,Working at Height; Hot Work,2,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02536,OSHA,"An employee was pressure washing a piece of drilling equipment when he slightly slipped, lost his balance, and ran the tip of the pressure washer wand across his foot, causing an injection wound. He was hospitalized with a foot laceration from the high-pressure water.",Energy Isolation,,Energy Isolation,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_HPE_0053,IOGP_HPE,"A steel structure crew was modifying a permanent grating platform handrail when a crowbar (weight approximately 
0.72kg) fell from the platform (height 20 metres) and landed on the ground below in an unbarricaded area. No 
person injury occurred or was reported.",None,,None,0,SOURCE_GROUNDED
OILPS_IOGP_HPE_0091,IOGP_HPE,"During the heating of an 18-inch pipe to remove the coating, the worker placed the torch at the entrance of the 18-
inch pipe. When attempting to light the torch with a manual spark igniter, a flammable atmosphere was created, 
causing a flash fire that resulted in first and second-degree burns to the worker's face after being hit sideways by a 
flash fire in the manufacturing workshop area.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_02915,OSHA,An employee was bitten on the wrist by an insect. He went into anaphylactic shock later that day and collapsed. He was hospitalized.,None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_01053,OSHA,"An employee was welding a 10-inch pipe when the jack stand that was supporting the pipe sank into the ground, causing the pipe to strike and break the employee's left femur.",Hot Work,,Hot Work,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02917,OSHA,"An employee was climbing up a rough-terrain crane. He hit his hard hat on the jib above him, lost his balance, and fell to the crane deck and then to the ground about 4.5 feet below the deck. He suffered rib fractures.",Safe Mechanical Lifting,,Safe Mechanical Lifting,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_00748,OSHA,"An employee slipped on water droplets on the floor and fell, breaking her left hip and right ankle.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0065,IOGP_SPI,"Contract crew loosening 2” ball valve body caused 40 bbl scavenger spill into impermeable containment; no waters 
affected.
48
Safety performance indicators – Process safety events – 2025 data
===PAGE_49===",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_01215,OSHA,"An employee was filling a tanker trailer with used oil that was being pumped from a larger stationary tank. He climbed the trailer-mounted ladder to open the dome hatch to check on the filling process. When he released one of the dome hatch cover clips, the lid was blown open from built-up pressure inside the tank. He was thrown from the ladder to the ground, hitting his head and neck and requiring hospitalization.",Energy Isolation,Working at Height,Energy Isolation; Working at Height,2,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_HPE_0021,IOGP_HPE,"During hot work activities to replace process lines, the flange of a service water line was broken. This resulted in a 
release of water followed by a hydrocarbon/water emulsion. There was no CO/LEL detected and the material was 
removed by flushing with service water. Despite a very minor, intermittent liquid release (droplets) from the open 
line, work activities continued to cut an upstream service water line. About 10-15 minutes later, a fire ignited from 
the open process nozzle.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_02670,OSHA,"An employee was using a rake to grade hot asphalt in a parking lot. The employee tripped over a car stop and fell onto the hot asphalt, suffering second- and third-degree burns to the lower back and arm. The employee was hospitalized.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0013,IOGP_SPI,Bottom column experienced leaks at bleeder valve and caused a vapor cloud.,None,,None,0,SOURCE_GROUNDED
OILPS_IOGP_SPI_0051,IOGP_SPI,"A loss of containment was detected on the Right of way of the 16” Ø oil-gas pipeline that runs from the #1 
Separation Battery to the interconnection of the 16” Ø oil-gas pipeline (L2) at the AT of the #2 Separation Battery 
(km 2+169). Together with the operations personnel, operational adjustments were carried out to shut in the wells, 
proceeding to isolate the section of the 16” Ø oil-gas pipeline from #1 Separation Battery to the AT of #2 Separation 
Battery, taking the 16” Ø (L2) oil-gas pipeline out of service in order to begin a controlled depressurization.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_01394,OSHA,"An employee fell from the top of a truck and landed on the ground, breaking his leg in two places and requiring surgery.",Working at Height,Driving,Working at Height; Driving,2,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_04212,OSHA,"An employee had been unloading tires from the back of a pickup truck. The employee went to step down out of the back of the pickup truck and stepped on the lift gate in a vertical position. The lift gate tipped and employee fell, impacting their side on the upright liftgate. The employee sustained five fractured ribs and a punctured right lung. The employee was hospitalized.",Driving,,Driving,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_03371,OSHA,An employee was assisting a rig crew with stabbing drill pipe into a rotating head. The employee's fingertips became caught between the rotating rubber head and a trip nipple causing lacerations to four fingertips on the left hand and partial amputations to his right ring and little fingers.,None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02538,OSHA,An employee was spotting for a backhoe when its track struck the employee. The employee's left leg was amputated from the knee down.,None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_01926,OSHA,"An employee was rinsing the inside of a tank with water from a 1-inch hose. The water pressure surged and the hose whipped around. Its metal nozzle struck the employee's head and face, causing a fracture to the right mandible, a head laceration on the right side of the head behind the ear, and trauma to the right side of the head.",Energy Isolation,,Energy Isolation,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_03937,OSHA,An employee was handing a hot welding torch to his employer when the welding tip touched the employee's left hand between the knuckle and wrist. The employee sustained a burn to the hand.,Hot Work,,Hot Work,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0107,IOGP_SPI,"Production tank load line 3-inch valve failed releasing 228.56 bbl crude into berms; operator isolated line; fluids 
remained contained.",None,,None,0,SOURCE_GROUNDED
OILPS_IOGP_HPE_0060,IOGP_HPE,Power cable damage during excavation.,None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_00771,OSHA,"An employee was working on the ground aligning the bottom of a 13 3/8"" casing joint into the drilling rig v-door by hand. A winch on the rig floor was lifting the joint top through the v-door. The winch line was lowered causing the bottom of the pipe to slide into the injured employee's left foot resulting in a compound ankle fracture.",Safe Mechanical Lifting,,Safe Mechanical Lifting,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_03467,OSHA,"An employee was in the mixing room when an asphalt truck arrived to be unloaded. The employee began the procedure for unloading the truck and went outside to the truck to ensure the valve was closed, remove the cap, and attach a hose from the truck to the tanks outside of the mixing room. The cap came off the truck due to pressure behind it and sprayed the employee with the hot asphalt. They sustained burns to the hands, arms, torso, and upper legs.",Energy Isolation,Driving,Energy Isolation; Driving,2,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_HPE_0061,IOGP_HPE,"Workers were unloading sandbags from the bucket of a wheel loader. While unloading the sandbags, a worker’s left 
foot was under the loader’s bucket. The bucket was inadvertently lowered, resulting in a crush injury to the worker 
(hereinafter referred to as the injured person or IP).",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_02357,OSHA,"While cleaning equipment prior to rig down, an employee was working with a rig contractor to rig down a centrifuge slide with a forklift. The employee was sitting on a beam under the centrifuge and behind the slide when the slide slipped off the forklift, swinging and pinning the employee against the beam of the centrifuge. He sustained a fractured tibia and fibula just below the left knee.",Safe Mechanical Lifting,,Safe Mechanical Lifting,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0115,IOGP_SPI,"Coms loss caused skim tanks to overflow; tank sticks, transmitter, and pressure switches replaced.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_00389,OSHA,"The employee was walking, tripped over a wooden pallet, and fell breaking his hip.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02708,OSHA,"An employee was standing within proximity of the drilling pipes as the pipes were being tightened with a wrench and the bucket of a mini excavator. The wrench that was held in place by the excavator bucket slipped, causing the drill pipe to move uncontrollably and strike the employee in the head. The employee sustained a concussion and a cut/laceration.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_01253,OSHA,"A crew was attempting to line up a catwalk with a vee-door. An employee's left hand was resting on the catwalk. The employee signaled the driller on the controls to move the catwalk. The vee-door, which was resting on the catwalk, then shook free and swung down, smashing the employee's left pinky finger.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0151,IOGP_SPI,"While trenching to lay an electrical line, equipment contacted a high-pressure gas injection line.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_03107,OSHA,Two employees were loosening a union. One of the employees was striking the union to loosen it when the ball valve broke off the pipe on the pressure side. The ball valve struck the employee's head and knocked him over. His head landed on a piece of piping.,Energy Isolation,,Energy Isolation,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_HPE_0013,IOGP_HPE,"Contractor carrying out repairs on the Scale Inhibitor Injection system, the system was understood to have been 
depressurised. As the contractor started to release an end cap, the cap was projected downwards under pressure. 
The cap went directly downwards into a section of plant close to a walkway. This could have had potential to impact 
personnel.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_02882,OSHA,"An employee was pushing the forks of a forklift to widen their position. He needed to get the forks around the hook it sits in. Once it cleared the hook, the fork slid quickly, catching the employee's right middle finger against the headache rack support. The finger was amputated.",Safe Mechanical Lifting,,Safe Mechanical Lifting,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_00602,OSHA,"An employee climbed a ladder to assess the next level of a metal roof. He stepped on a shingle and fell 8 feet through the roof to the ground, breaking his right index finger, left middle finger, right hip, and back.",Working at Height,,Working at Height,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_00042,OSHA,At 9:00AM an employee was working on an oil field energy services tanker removing a camlock cap. Pressure was on the cap when it was removed. It blew off and struck the employee in the face injuring his jaw and damaging his teeth. The employee was transferred to different hospitals before receiving treatment. The employee was hospitalized one night in Bismarck.,Energy Isolation,,Energy Isolation,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_03359,OSHA,"An employee removed plywood that was covering a hole so that a crane could fly in a flange. The employee fell through the hole in the floor, contacting a flange approximately 41 inches below. The employee then fell approximately 47 inches, contacting an aluminum step stool, before falling approximately 19 inches to the ground. The employee was hospitalized with a spinal injury that required surgery.",Safe Mechanical Lifting,,Safe Mechanical Lifting,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02539,OSHA,An employee was troubleshooting the dehydration unit at the compressor station when he sustained burns to the hand and face from a fire. He was hospitalized.,None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0108,IOGP_SPI,"Pressure gauge failure compressor released ~3,180 lb/hr CO2; detected during operations; no monitors alarmed.",None,,None,0,SOURCE_GROUNDED
OILPS_IOGP_SPI_0090,IOGP_SPI,Pressure transmitter failure released 355 bbl oil; 250 bbl recovered.,None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_02379,OSHA,An employee was operating a four-wheeler to take soil samples when it hit a rock. The four-wheeler rolled over onto the employee's left leg fracturing the fibula and tibia.,None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_01113,OSHA,"On July 22, 2017, an employee was hooking up a holiday detector to scan a pipe for any bare metal when he received an electrical shock on the hand and fell to the ground. He was hospitalized.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_03018,OSHA,"An employee was loading a truck with caustic potash. A valve gasket failed and sprayed the employee with the caustic potash, resulting in burns to their face, back, chest, and head.",Toxic Gas / Hazardous Substance,Driving,Toxic Gas / Hazardous Substance; Driving,2,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_00876,OSHA,An employee was cleaning a H2S (hydrogen sulfide) tower using a H2O2 (hydrogen peroxide) chemical when a chemical explosion occurred. The employee suffered burns to an ear and leg.,Hot Work,Confined Space,Hot Work; Confined Space; Toxic Gas / Hazardous Substance,3,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_01603,OSHA,"An employee was attaching a tong to a pipe when his left leg was caught in the tong pull line and the drill string, resulting in a left leg amputation.",Line of Fire,,Line of Fire,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_03894,OSHA,"The injured employee was holding tubing while another employee used a sledgehammer to straighten out a bent tube. The roof that was being lifted fell down with the piping and crushed the injured employee's left thumb, resulting in amputation.",Working at Height,,Working at Height,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_04031,OSHA,An employee was under the rig floor adjusting a chain on the slips when his finger became caught between the chain and the blowout preventer (BOP). The employee sustained the amputation of his finger.,Energy Isolation,,Energy Isolation,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_01608,OSHA,An employee was performing rigging down to move the rig and began experiencing symptoms of heat-related illness including cramps.,Safe Mechanical Lifting,,Safe Mechanical Lifting,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0070,IOGP_SPI,Frozen 3” load line valve ejected ball releasing 211 bbl oil; oil migrated slightly off pad; remediation ongoing.,None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_04051,OSHA,"A skid steer operator was attaching a skid steer's bucket loaded with concrete (estimated to be up to 500 pounds) to a machine. The injured employee was reaching in front of the bucket to move pieces of broken concrete when the bucket fell on his right arm, catching it between the bucket and concrete. The employee sustained a fractured arm and thumb, a laceration to the index finger, and an avulsion to their middle finger.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_00040,OSHA,An employee suffered a back injury when a hopper that was being lifted by a forklift fell on the employee.,Safe Mechanical Lifting,,Safe Mechanical Lifting,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02554,OSHA,"An employee was guiding/lowering a Kelly hose off to the side of the work floor with a winch line when a counterweight slid down the winch line and struck the employee's left hand, causing an open fracture that required hospitalization.",Line of Fire,Safe Mechanical Lifting,Line of Fire; Safe Mechanical Lifting,2,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_00543,OSHA,"An employee in a bucket truck was dismantling powerlines when he was electric shocked, suffering burns to both hands. He was hospitalized overnight.",Driving,,Driving,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0111,IOGP_SPI,"Power/coms loss caused tanks to run over, releasing oil/water inside firewall and small amount on pad; recovery 
done.",None,,None,0,SOURCE_GROUNDED
OILPS_IOGP_HPE_0042,IOGP_HPE,Gangway disconnect during personnel transfer.,None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_02853,OSHA,"An employee was performing maintenance on a load cell. Their right hand was on an RPM sensor of rotating weights when the pump jack cycled on, resulting in amputation of three fingertips on the employee's right hand.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_HPE_0074,IOGP_HPE,"IP contacted by 2 3/8"" joint of pipe.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_03066,OSHA,An employee was placing chemical hoses at the top of the tub of a blender. His right ring finger was pinched inside an inlet valve actuator and was amputated to the first joint.,None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0089,IOGP_SPI,Gas buster controller failure released 20 bbl oil; fully recovered.,None,,None,0,SOURCE_GROUNDED
OILPS_IOGP_HPE_0094,IOGP_HPE,"On 22 March at approximately 08:45, a tool bag was lifted from the rig floor to the derrick using catline #02 during 
equipment mobilisation.
When the bag reached the derrickman’s platform level, it suddenly accelerated upward, struck the sheave, the bag 
handles failed, and the bag and tools fell, impacting a container on the deck below.
No injuries occurred, but the dropped object had fatality potential.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_01347,OSHA,Employees had finished clearing trees for a pipeline and were walking back to the trucks. The injured employee slipped and fell to the ground after stepping on a rock covered with leaves. The employee suffered a broken leg and was hospitalized.,None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02948,OSHA,"An employee was loading a dozer into a trailer when he fell off the dozer onto the trailer platform and then onto the ground, resulting in a laceration to his left elbow.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_04178,OSHA,"An employee was helping an operator to pull a cable off a winch. The operator pulled in the line when it hooked some tree brush. The brush then whipped around and struck the employee's arm, resulting in a broken arm.",Safe Mechanical Lifting,,Safe Mechanical Lifting,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_HPE_0041,IOGP_HPE,"During preparations for installing a 20’’ sealing ring on the platform on 2 July 2025, a technician tested the ring 
for fit before the lift operation. The 7.1 kg ring slipped from the technician’s hands and fell 6.35 meters to the deck 
below, landing approximately two meters from a mechanic who was grinding at deck level. The ring then bounced 
and struck the mechanic on the arm. The mechanic received a first-aid level impact with no observable injury. The 
event had a severe potential for fatality due to the weight and fall height. The ring had been brought into the elevated 
work area earlier than planned, the area was insufficiently barricaded, and the test occurred without notification to 
the crew below. Multiple procedural, communication and barrier-management weaknesses contributed.",None,,None,0,SOURCE_GROUNDED
OILPS_IOGP_SPI_0104,IOGP_SPI,1-inch equalization line leak released CO2/H2S at 320 lb/hr (14.5 lb/hr H2S).,None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_04066,OSHA,"Three employees were assembling a mast for a mobile rig derrick. Each of the two sections are approximately 60 feet long. The lower mast was positioned on stands. The upper mast was supported by an overhead crane. The injured employee was standing at the base on the lower mast behind the winch skid. He was using a crane and a winch that is mounted on a forklift skid to slide the top mast into the lower mast. The upper section of the mast became misaligned and the force from the crane and winch operations caused the mast to shift 4 feet. This caused the winch skid to shift 4 feet back as well, pinning the employee's left foot between the base of the winch and the base of the forklift mast. The employee sustained two fractures in his foot.",Safe Mechanical Lifting,Working at Height,Safe Mechanical Lifting; Working at Height,2,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_00521,OSHA,"On 2/20/2016, at around 4:00 p.m., an employee was using a machine called a planner to prep the poly pipe for welding repairs when a short burst of flame occurred. The employee received second degree burns to the side of the face and neck and was hospitalized overnight.",Energy Isolation,Hot Work,Energy Isolation; Hot Work,2,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_03763,OSHA,Employees were lowering material into a dumpster using a digger derrick truck. The injured employee jumped into the dumpster to remove a strap from the pallet. Their right tibia was fractured when their leg contacted the bottom of the dumpster.,Working at Height,Driving,Working at Height; Driving,2,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02351,OSHA,"An employee was removing a ""Christmas tree"" fitting from a pressurized wax tank. The pressure in the wax tank caused the wax to burst from the fitting and onto the employee. The employee was hospitalized for burns to the body.",Energy Isolation,,Energy Isolation,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02644,OSHA,"An employee entered the subfloor to survey the area before submitting a plan for repair. There is a submersible pump and an electrical outlet for the pump to plug into under the subfloor. The employee touched an electrical source and sustained an electrical shock. The employee sustained a burn injury, internal damage, and was rendered unconscious. The employee was hospitalized.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_03194,OSHA,"A crane's auxiliary line was tangled with its anti-two-block device's weight. An employee pulled on the line to free it; the slack released, and his left little fingertip was caught between the weight and the line. The fingertip was amputated.",Safe Mechanical Lifting,,Safe Mechanical Lifting,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02720,OSHA,An employee was acting as a ground guide for a vehicle as it backed up. The vehicle struck him and broke his left tibia and fibula.,Driving,,Driving,1,PROJECT_ANNOTATED_AI_ASSISTED
