record_id,source_record_id,incident_text,top_lsr,top_score,second_lsr,second_score,margin,evidence_labels,semantic_score,agreement_state,suggested_action
OILPS_OSHA_03473,2023075897,"An employee was transferring diesel fuel from a 4,500 gallon fuel transport wagon to a semi-truck. Diesel fuel vapors and static caused an explosion/fire, resulting in burns to the employee's face and",Hot Work,0.9775,Driving,0.9393,0.0382,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03474,2023075906,An employee was assisting a crew with rigging down when his right index and middle fingers were crushed between the gripper and the top drive resulting in the amputation of the employee's right index ,Safe Mechanical Lifting,0.2171,Hot Work,0.1991,0.018,Safe Mechanical Lifting,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03475,2023075946,"An employee was cutting a casing pipe when a piece of the casing struck him in his left eye, resulting in an injury. nan",Energy Isolation,0.1333,Hot Work,0.0321,0.1012,Hot Work,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03476,2023076017,An employee was exposed to hydrogen sulfide while loading crude oil. The employee was hospitalized. nan,Work Authorization,0.7666,Confined Space,0.6228,0.1438,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03480,2023076133,"An employee was picking up a 5-foot, 950-pound pneumatic cylinder (mud bucket) by the handle to move it. The employee was positioning the bucket for use when their left arm became caught between it an",Energy Isolation,0.0215,Safe Mechanical Lifting,0.0065,0.015,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03482,2023076148,"An employee was helping with the rough grading in a parking lot that was being built. A skid steer drove over to scoop and spread the rock and it struck the employee s leg, causing him to fall. The sk",Energy Isolation,0.0413,Line of Fire,0.0031,0.0382,Working at Height,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03486,2023076227,"Employees were lifting the floor of a rig after tying off the floor with a winch line. The floor was lifted so the employees could remove the retaining/lifting chains. The knot came undone, causing th",Safe Mechanical Lifting,0.2511,Hot Work,0.2305,0.0206,Safe Mechanical Lifting | Working at Height,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03490,2023076464,"An employee was standing near a drilling rig when the hydraulic boom of the rig broke on one side, resulting in a lack of support that caused the rig to fall. The rig struck the employee, resulting in",Hot Work,0.0198,Energy Isolation,0.0131,0.0067,Working at Height,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03502,2023076918,An employee was assisting with the removal of a discharge bottle for a maintenance activity. The bottle was suspended with a hoist when it shifted and pinned the employee's leg between it and a piece ,Energy Isolation,0.3879,Hot Work,0.1583,0.2296,Safe Mechanical Lifting,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03504,2023086966,"An employee was greasing a pumping unit. He was standing on the T-block when the weights swung. He moved back but was caught between the weights and the arm of the unit. He tried to catch himself, and",Safe Mechanical Lifting,0.0141,Line of Fire,0.0121,0.002,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03506,2023086983,"A crew was tripping stand in a hole. As one stand was stabbed in the stump, the stand swung away. The injured employee's hand was caught between the stand and the cylinder, resulting in a right little",Line of Fire,0.0148,Energy Isolation,0.0079,0.0069,Line of Fire,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03519,2023087375,Employees were performing well pad completion work. They pumped nitrogen into the well unit to open it up so that it would flow/produce. The employee went to the sand-removing unit/trailer to check if,Energy Isolation,0.7376,Hot Work,0.6599,0.0777,Working at Height,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03520,2023087415,"Employees were installing an inline pole to increase the ground clearance of a sagging power line. Once the new pole was in place, the employee in the bucket truck attached the energized line to the j",Working at Height,0.9724,Driving,0.9445,0.0279,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03526,2023087770,"On August 23, 2023, employees were installing an underground sanitation pipe. The injured employee was working inside a trench box while a loader was back filling another section of the trench. The so",Safe Mechanical Lifting,0.5774,Energy Isolation,0.1313,0.4461,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03528,2023088012,"An employee was preparing to unhook a boring machine. While standing 5-8 feet away from the machine, a securing bolt broke and the employee was struck by a chain in the head and face, resulting in a b",Line of Fire,0.6265,Working at Height,0.0119,0.6146,Line of Fire,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03529,2023088023,"An employee had been waiting for tubing to be lowered. The swage came loose and dropped along with the tubing (approximately 31-feet long). It fell 60 feet to the ground, then tipped over and struck t",Working at Height,0.5186,Work Authorization,0.0029,0.5157,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03530,2023098190,"An employee was working on a compressor panel when they lost consciousness due to heat stress, causing the employee to fall to the ground. They sustained five rib fractures and were hospitalized. nan",Energy Isolation,0.1663,Hot Work,0.1263,0.04,Working at Height,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03533,2023098333,An employee was on a 4-foot step ladder outside of the blast booth in the powder plant when they fell to the concrete floor and sustained a head injury. nan,Working at Height,0.5707,Energy Isolation,0.0133,0.5574,Working at Height,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03541,2023098856,An employee was working on a drilling rig as tongs were being hoisted. The lifting chain failed and the tongs fell on the employee and pinned him against the drilling rig floor. The employee sustained,Working at Height,0.0028,Driving,0.0003,0.0025,Safe Mechanical Lifting,0.55,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03542,2023098907,An employee was fixing/cleaning up a pipe that had been welded using a handheld angle grinder. A piece of the grinding wheel broke and struck the employee's arm. The grinder then became caught and kic,Hot Work,0.0729,Energy Isolation,0.0525,0.0204,Hot Work,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03549,2023109116,"An employee's hand was caught between two flanges, resulting in finger fractures. nan",Safe Mechanical Lifting,0.2192,Line of Fire,0.0402,0.179,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03556,2023109370,An employee was pulling tubular welded scaffold frames from a storage area and loading them onto the forks of a forklift. The frames were sitting on ground that was muddy and a few frames fell and kno,Safe Mechanical Lifting,0.0271,Working at Height,0.0094,0.0177,Confined Space | Working at Height,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03557,2023109415,"An employee was pre-rigging a well pad and torquing down the monoline. His hands were placed on the head of the hydraulic torque wrench while moving it to a different bolt. At the same time, the emplo",Safe Mechanical Lifting,0.1955,Working at Height,0.0158,0.1797,Safe Mechanical Lifting,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03561,2023109527,"An employee was removing bolts from a pipe flange in order to remove an isolation blind. The employee was pulling the blind from the piping system when hydrogen gas released and flashed, resulting in ",Energy Isolation,0.4798,Driving,0.2512,0.2286,Energy Isolation,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03564,2023109662,Two employees were performing maintenance on a horse power unit. The plunger was pushed back in and an employee's left index and middle fingers were caught between the fluid-end plunger and power-end ,Hot Work,0.0043,Energy Isolation,0.0013,0.003,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03571,20231010006,"An employee was moving an 8-9 inch service packer tool from a tool vise into a tool hoist for relocation. The tool shifted in the sling of the hoist and the employee's thumb was struck by the tool, am",Safe Mechanical Lifting,0.4957,Energy Isolation,0.0705,0.4252,Line of Fire | Safe Mechanical Lifting,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03572,20231010049,An employee was rolling up a power cord inside the tank of a vessel when they stepped backward into a manhole behind them. The employee fell through the hole inside the tank of the vessel and sustaine,Working at Height,0.6265,Energy Isolation,0.0748,0.5517,Confined Space,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03575,20231110122,"An employee was removing a dock hose when their fingers were caught between the hose flange and the top rail of the dock, resulting in a partial finger amputation. nan",Energy Isolation,0.0009,Line of Fire,0.0004,0.0005,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03576,20231110198,An employee slipped and fell on the ground while storing hoses that had been used in a tanker truck delivery. The employee sustained a fractured hip. nan,Driving,0.4779,Hot Work,0.0761,0.4018,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03578,20231110382,"On November 10, 2023, an employee was flagging and directing temporary traffic controls on a natural gas line replacement project. The employee was struck by a motor vehicle and sustained multiple inj",Energy Isolation,0.0022,Safe Mechanical Lifting,0.0009,0.0013,Driving | Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03579,20231110399,An employee was rigging and loading tools and equipment onto a trailer when they were shocked. The employee's sustained third-degree burns in the right hand and possible amputation of fingers. Electri,Safe Mechanical Lifting,0.1421,Energy Isolation,0.0203,0.1218,Safe Mechanical Lifting,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03580,20231110462,"An employee was servicing a track tongue scissor assembly that was hoisted. The equipment fell from the hoisting mechanism and onto their left little finger, resulting in an amputation. nan",Working at Height,0.0079,Line of Fire,0.0049,0.003,Safe Mechanical Lifting,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03581,20231110468,"An employee was near a hybrid separator when it malfunctioned, resulting in a flash fire that burned the employee's upper body. nan",Hot Work,0.9984,Confined Space,0.971,0.0274,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03586,20231110797,"An employee was loading grain into a rail car when they fell from the top of a rail car. They landed 15 feet below, on concrete between two rail cars. The employee sustained fractures to their jaw, sp",Working at Height,0.5709,Energy Isolation,0.0029,0.568,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03587,20231110804,"An employee was securing ladders on a gang truck. He lost his footing and fell from the back of the truck bed, striking his abdomen on the edge of the bed or the trailer hitch. The employee sustained ",Driving,0.9977,Working at Height,0.9479,0.0498,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03589,20231110914,An employee removed the spark plugs and was rotating an engine to evacuate condensate from the cylinders. An unknown source ignited the condensate and natural gas. The employee sustained burns to the ,Hot Work,0.1236,Work Authorization,0.0061,0.1175,Hot Work,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03590,20231110918,"On November 29, 2023, a digger derrick truck pulled an existing utility pole vertically out of the ground. After maneuvering the pole around an obstruction, the base of the pole was lowered. The opera",Working at Height,0.995,Driving,0.9416,0.0534,NONE,0.55,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03591,20231210995,An employee was aligning low-profile traffic barriers when their right hand became caught between two barriers. The employee sustained amputations to the ring and little fingertips and injury to the m,Energy Isolation,0.0554,Working at Height,0.0205,0.0349,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03594,20231211030,"An employee was preparing a pump for maintenance. When the employee removed a cover, chemicals were released into the air. The employee was exposed to hydrogen sulfide and methyl mercaptan and was hos",Confined Space,0.9884,Work Authorization,0.9881,0.0003,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03597,20231211048,"On December 4, 2023, at 12:30 PM, an employee was grinding a pipe. The stops on the skid failed and a pipe rolled backward onto the employee. The employee was hospitalized with bruising and contusions",Safe Mechanical Lifting,0.0072,Energy Isolation,0.005,0.0022,Hot Work,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03602,20231211186,"An employee was working with a drill hammer and carrousel when their left ring finger became caught between two moving metal parts on the drilling rig, resulting in a partial amputation. nan",Safe Mechanical Lifting,0.0977,Line of Fire,0.0025,0.0952,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03604,20231211210,"The injured employee was spray painting lay flat shipping reels while another employee was picking up the reels with a telehandler after they were painted. The telehandler bumped a reel, causing other",Line of Fire,0.0028,Safe Mechanical Lifting,0.0015,0.0013,Line of Fire | Working at Height,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03605,20231211216,An employee was lowering a string with a valve attached onto a shaker table when their hand was caught between the guardrail and valve. The employee's right thumb was crushed and required surgery. nan,Line of Fire,0.2173,Working at Height,0.0194,0.1979,Line of Fire,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03611,20231211320,"An employee was standing by the front side of the mud mix pump guard. He squatted down and stretched out to reach the belt with his left hand and was able to grab it. When he began to rise, belt in ha",Line of Fire,0.599,Safe Mechanical Lifting,0.0221,0.5769,NONE,0.55,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03614,20231211369,"Two employees were struck by the rotary table of a drilling rig while installing caisson. Employee 1 suffered multiple fractures, internal injuries, and head trauma. Employee 2 suffered multiple fract",Safe Mechanical Lifting,0.0633,Line of Fire,0.0224,0.0409,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03618,20231211464,"An employee was driving an aerial lift over a cable ramp. The employee backed up the aerial lift to cross over the cable ramp. During this process, the lift and basket bounced, causing the employee to",Hot Work,0.0493,Energy Isolation,0.0273,0.022,Driving,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03619,20231211471,An employee was retrieving a lost drill pipe with a lifting bail when their left thumb got pinched between the table and handle of the lifting bail while trying to re-thread the pipe to lift it out. T,Safe Mechanical Lifting,0.0067,Energy Isolation,0.001,0.0057,Safe Mechanical Lifting,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03620,20231211493,"An employee was installing a compressor piston. He tripped and fell backward while the piston was in his lap. As he landed, the little finger of his left hand became caught between the piston and comp",Line of Fire,0.1071,Energy Isolation,0.0028,0.1043,Line of Fire,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03623,20231211620,An employee reached to push a control button to close an overhead door when their little finger was caught between the door and the track. The employee's right little fingertip was amputated. nan,Safe Mechanical Lifting,0.0006,Energy Isolation,0.0004,0.0002,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03626,20231211765,"An employee was closing an office door when their middle fingertip was caught between the door and the frame, resulting in a fingertip amputation. nan",Safe Mechanical Lifting,0.1012,Hot Work,0.0117,0.0895,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03629,2024010058,"An employee fell off a ladder attached to the tanker truck he had been driving. He landed on the ground 8 feet below, suffering fractures to his right foot and wrist. nan",Working at Height,0.9939,Driving,0.9118,0.0821,Driving | Working at Height,0.75,STRONG_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03631,2024010090,An employee's left ring finger was caught between two pipes (one stationary and the other being rolled). The employee suffered a partial finger amputation. nan,Safe Mechanical Lifting,0.5826,Energy Isolation,0.16,0.4226,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03633,2024010118,"An employee was repairing an artificial lift. The employee opened a valve on the lift that caused a rapid release of energy, and the employee was struck by an object. The employee suffered fractures t",Work Authorization,0.0945,Energy Isolation,0.0569,0.0376,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03636,2024010158,"An employee pulled a stand of drill pipe back and had just finished pushing it back into a ""finger"" before securing it with rope. The driller was coming down with top drives and blocks. A gust of wind",Safe Mechanical Lifting,0.5796,Working at Height,0.4906,0.089,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03643,2024010648,"An employee was inspecting trays inside an amine tower vessel to determine what needed to be replaced. The employee climbed down through the 20 percolator trays, going through 18"" x 22"" openings in th",Working at Height,0.4519,Energy Isolation,0.0041,0.4478,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03645,2024010671,An employee was unwiring the secondary side of a de-energized transformer and draining oil for repairs when a wire came loose and shocked the employee. The employee was hospitalized. nan,Work Authorization,0.0038,Energy Isolation,0.0015,0.0023,Energy Isolation,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03647,2024010778,"An employee was using a hands-free buffer to remove marks from tooling. The employee set the buffer down, contacted the tooling, and suffered injuries to the left ring and middle fingers that resulted",Safe Mechanical Lifting,0.5368,Work Authorization,0.0055,0.5313,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03651,2024010882,"An employee was walking along a narrow rural roadway toward the back of a digger derrick truck as another digger derrick truck was moving forward from the opposite direction, passing the parked vehicl",Driving,0.991,Working at Height,0.9737,0.0173,Driving,0.75,STRONG_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03660,2024021191,"An employee was holding a back-pressure regulator. A pipe came apart (under tension from a forklift) and injured the employee's left hand, lacerating and fracturing the index finger. nan",Energy Isolation,0.9956,Safe Mechanical Lifting,0.9928,0.0028,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03661,2024021302,"An employee was using a 7-inch grinder with a 6-inch cutting stone disc to put a bevel on a tube sheet. The cutting stone broke apart and contacted the employee, resulting in a fractured right tibia. ",Working at Height,0.0309,Safe Mechanical Lifting,0.011,0.0199,Hot Work,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03663,2024021317,"An employee was operating a winch when his left hand got caught under a cable, resulting in an amputation of the ring fingertip. nan",Safe Mechanical Lifting,0.9841,Line of Fire,0.9759,0.0082,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03668,2024021458,An employee was rigging down a workover rig for relocation. The derrick had been retracted and the top section was down. The employee was on the rig floor ensuring the lines were not becoming tangled ,Safe Mechanical Lifting,0.0142,Working at Height,0.0015,0.0127,Safe Mechanical Lifting,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03669,2024021480,An employee was working in the rod basket on a well service rig when their left ring finger was caught in a pinch point between the rod basket swivel frame and a support on the rig. The finger was amp,Line of Fire,0.0546,Energy Isolation,0.0031,0.0515,Line of Fire,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03670,2024021494,Two employees were in a powered industrial vehicle. The vehicle hit a patch of dirt while traveling from a warehouse to a satellite camp and struck a light post. Both employees suffered injuries to th,Working at Height,0.0625,Energy Isolation,0.0058,0.0567,Driving,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03679,2024021727,"An employee was trying to lift and hold a piece of 20"" HDPE piping that was inserted into a fusion machine. The machine started and the employee's left index finger was caught between the roller and p",Safe Mechanical Lifting,0.0578,Line of Fire,0.002,0.0558,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03681,2024032112,"An employee was inserting drill pipe slips into the rotary table by kicking the slips while tripping drill pipe out of the hole when his foot was caught between the slips and the drill pipe, fracturin",Working at Height,0.0036,Line of Fire,0.0031,0.0005,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03683,2024032164,"An employee strapped an 8-inch mud motor on a pipe rack, then went to trace the high side of the mud motor from the adjustable kick off (AKO) to the upper connection of the motor. To better position t",Energy Isolation,0.6249,Working at Height,0.1518,0.4731,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03684,2024032181,An employee was pulling drill line from the drill spool while the top drive was not set on the docking pins. The deadman was unexpectedly released which caused the top drive to fall to the drill floor,Working at Height,0.0303,Line of Fire,0.0188,0.0115,Working at Height,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03685,2024032201,"A crew of employees was using a hoist to lift a drillable sub on the rig floor. Single-joint elevators were placed on the sub before lifting. As the crew started to lift the sub, the sub struck the de",Working at Height,0.053,Hot Work,0.0282,0.0248,Safe Mechanical Lifting,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03687,2024032254,"An employee was removing a pipe from his truck when his middle finger got caught in the D ring on the pipe, resulting in a fingertip amputation up to the first knuckle. nan",Line of Fire,0.9748,Driving,0.9406,0.0342,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03689,2024032536,Two employees were raising the media/debris tank to dump it. The tank contacted an overhead power line and both employees were shocked. nan,Hot Work,0.569,Confined Space,0.0025,0.5665,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03695,2024032752,"An employee was freeing a calf that had become entangled in a barbed wire fence when his finger became caught between the fence and the calf, resulting in an amputation to his left right fingertip. na",Line of Fire,0.112,Safe Mechanical Lifting,0.0042,0.1078,Line of Fire,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03696,2024032823,"On March 29, 2024, a flagger was controlling traffic when they were struck by a rock, flung from a passing dump truck. The flagger was hospitalized with a shin injury. nan",Driving,0.2958,Working at Height,0.0187,0.2771,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03698,2024042936,An employee entered into an aerial lift with another worker in order to perform capital form work for an overpass bridge. The employee stepped out of the aerial lift basket and onto the wooden scaffol,Energy Isolation,0.0027,Working at Height,0.002,0.0007,Working at Height,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03699,2024042949,"An employee was working from an aerial lift when they slipped and their safety harness ripped, causing them to fall 37 feet to the dirt surface below. They sustained fractures to ribs, both collar bon",Working at Height,0.0235,Driving,0.0008,0.0227,Working at Height,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03701,2024043008,"An employee was hoisting a piece of equipment and pushing a stabilizer pipe out a gate/door. The pipe was lowered. This caused the hoist to lose tension, and the pipe pinned the employee against other",Safe Mechanical Lifting,0.1832,Hot Work,0.0091,0.1741,Safe Mechanical Lifting,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03711,2024043693,"On April 29, 2024, at around 8:45 AM, an employee was making a fuel delivery to a 300-gallon fuel tank that was located on top of pea gravel at a customer's site. The gravel started to shift during th",Hot Work,0.985,Working at Height,0.9018,0.0832,Working at Height,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03717,2024053824,"On May 2, 2024, an employee was holding a hose while pumping cement into a 25"" pipe when a heavy steel plate that was attached to the pipe rolled onto his right foot. The employee sustained two broken",Energy Isolation,0.4714,Hot Work,0.3703,0.1011,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03718,2024053858,"An employee was changing a strainer basket in equipment carrying hot asphalt. The employee locked out the equipment, relieved pressure, and removed the housing cover to access the strainer basket. Hot",Energy Isolation,0.6468,Confined Space,0.1163,0.5305,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03728,2024054149,"An employee was lifting the lid to a control panel on an underground wiring pulling machine when the lid fell and caught their right ring fingertip, crushing it. They sustained an open displaced fract",Energy Isolation,0.4842,Working at Height,0.065,0.4192,Safe Mechanical Lifting,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03731,2024054278,An employee was fueling a bobtail semi-truck and missed a step while descending the ladder on the back of the truck. He fell 5.5 feet backward to the cement ground. The employee sustained fractures to,Working at Height,0.997,Driving,0.9128,0.0842,Working at Height,0.75,STRONG_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03732,2024054292,"An employee was standing by while 110-inch oil and gas pipes were being loaded onto a gooseneck trailer. Some pipes fell from the trailer and one of them landed on the employee's left ankle, crushing ",Working at Height,0.6126,Line of Fire,0.022,0.5906,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03740,2024054419,"An employee was moving a pipe when their right index finger was caught between a pipe and a well, resulting in a fingertip amputation. nan",Energy Isolation,0.1032,Line of Fire,0.0764,0.0268,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03747,2024054611,"An employee was attempting to screw a valve onto a pump when their hand slipped and was caught between the valve and the tool trap, resulting in amputation of their left ring finger. nan",Energy Isolation,0.0241,Line of Fire,0.0068,0.0173,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03748,2024054626,"The employee had been working that day on natural gas compression equipment in the field. As the employee was driving home, he experienced heat illness symptoms and was hospitalized. nan",Hot Work,0.0619,Confined Space,0.0031,0.0588,Driving,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03752,2024064969,An employee was working near the compressor when it over-pressurized and dislodged a case component that struck the employee's lower left leg. The employee sustained a laceration and fracture of the l,Energy Isolation,0.6061,Safe Mechanical Lifting,0.0402,0.5659,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03753,2024065056,An employee was installing a safety cable on a flowline during a drilling operation. A forklift operator manipulated the boom to allow some slack in the strap to set the flowline box in the flowline t,Safe Mechanical Lifting,0.992,Energy Isolation,0.9806,0.0114,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03754,2024065078,"A rig was running in a hole with 2-3/8 drill string. The crew was utilizing the swivel to make up connections, and had modified the grabbing arm on the laydown machine utilizing dies on the grabbing a",Energy Isolation,0.0003,Line of Fire,0.0002,0.0001,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03756,2024065117,"An employee was working from an aerial lift to remove test equipment from an elevated stack. The aerial lift basket got stuck on something and the basket flipped, causing the employee to fall 25 feet ",Working at Height,0.0325,Energy Isolation,0.0216,0.0109,Working at Height,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03758,2024065298,"An employee was using a hydro-excavation truck on a cattle guard when the boom touched a 7,200-volt power line. The employee was hospitalized. nan",Driving,0.6146,Safe Mechanical Lifting,0.0074,0.6072,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03763,2024065418,Employees were lowering material into a dumpster using a digger derrick truck. The injured employee jumped into the dumpster to remove a strap from the pallet. Their right tibia was fractured when the,Working at Height,0.9903,Driving,0.9736,0.0167,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_03766,2024065642,"An employee was speaking with a skid steer operator when they were struck by another skid steer and pinned between the two skid steers, resulting in crush injuries to both legs. nan",Line of Fire,0.0039,Energy Isolation,0.0024,0.0015,Line of Fire,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
