record_id,narrative,all_lsrs
OILPS_OSHA_03979,"An employee was in a trench, welding/installing a new pipe that was being held up using an excavator. The excavator arm rotated, and the employee was pinned between the pipe and the trench box. The employee suffered three broken ribs and a collapsed lung.",Hot Work
OILPS_IOGP_SPI_0073,"Gasket failure on 24” valve caused 4,800 KCF gas release; station evacuated and shut in remotely.",
OILPS_OSHA_01168,"An employee was attempting to reposition the fork on a telehandler. His right pinky finger was between the fork and the mounting bracket when the fork shifted and swung back, crushing his pinky finger.",Safe Mechanical Lifting
OILPS_OSHA_03336,"An employee was doing welding work on a cylinder. The cylinder fell from a skid frame. As the employee went to catch it, it partially amputated the bottom of his left middle finger.",Working at Height; Hot Work
OILPS_OSHA_02536,"An employee was pressure washing a piece of drilling equipment when he slightly slipped, lost his balance, and ran the tip of the pressure washer wand across his foot, causing an injection wound. He was hospitalized with a foot laceration from the high-pressure water.",Energy Isolation
OILPS_IOGP_HPE_0053,"A steel structure crew was modifying a permanent grating platform handrail when a crowbar (weight approximately 
0.72kg) fell from the platform (height 20 metres) and landed on the ground below in an unbarricaded area. No 
person injury occurred or was reported.",
OILPS_IOGP_HPE_0091,"During the heating of an 18-inch pipe to remove the coating, the worker placed the torch at the entrance of the 18-
inch pipe. When attempting to light the torch with a manual spark igniter, a flammable atmosphere was created, 
causing a flash fire that resulted in first and second-degree burns to the worker's face after being hit sideways by a 
flash fire in the manufacturing workshop area.",
OILPS_OSHA_02915,An employee was bitten on the wrist by an insect. He went into anaphylactic shock later that day and collapsed. He was hospitalized.,
OILPS_OSHA_01053,"An employee was welding a 10-inch pipe when the jack stand that was supporting the pipe sank into the ground, causing the pipe to strike and break the employee's left femur.",Hot Work
OILPS_OSHA_02917,"An employee was climbing up a rough-terrain crane. He hit his hard hat on the jib above him, lost his balance, and fell to the crane deck and then to the ground about 4.5 feet below the deck. He suffered rib fractures.",Safe Mechanical Lifting
OILPS_OSHA_00748,"An employee slipped on water droplets on the floor and fell, breaking her left hip and right ankle.",
OILPS_IOGP_SPI_0065,"Contract crew loosening 2” ball valve body caused 40 bbl scavenger spill into impermeable containment; no waters 
affected.
48
Safety performance indicators – Process safety events – 2025 data
===PAGE_49===",
OILPS_OSHA_01215,"An employee was filling a tanker trailer with used oil that was being pumped from a larger stationary tank. He climbed the trailer-mounted ladder to open the dome hatch to check on the filling process. When he released one of the dome hatch cover clips, the lid was blown open from built-up pressure inside the tank. He was thrown from the ladder to the ground, hitting his head and neck and requiring hospitalization.",Energy Isolation; Working at Height
OILPS_IOGP_HPE_0021,"During hot work activities to replace process lines, the flange of a service water line was broken. This resulted in a 
release of water followed by a hydrocarbon/water emulsion. There was no CO/LEL detected and the material was 
removed by flushing with service water. Despite a very minor, intermittent liquid release (droplets) from the open 
line, work activities continued to cut an upstream service water line. About 10-15 minutes later, a fire ignited from 
the open process nozzle.",
OILPS_OSHA_02670,"An employee was using a rake to grade hot asphalt in a parking lot. The employee tripped over a car stop and fell onto the hot asphalt, suffering second- and third-degree burns to the lower back and arm. The employee was hospitalized.",
OILPS_IOGP_SPI_0013,Bottom column experienced leaks at bleeder valve and caused a vapor cloud.,
OILPS_IOGP_SPI_0051,"A loss of containment was detected on the Right of way of the 16” Ø oil-gas pipeline that runs from the #1 
Separation Battery to the interconnection of the 16” Ø oil-gas pipeline (L2) at the AT of the #2 Separation Battery 
(km 2+169). Together with the operations personnel, operational adjustments were carried out to shut in the wells, 
proceeding to isolate the section of the 16” Ø oil-gas pipeline from #1 Separation Battery to the AT of #2 Separation 
Battery, taking the 16” Ø (L2) oil-gas pipeline out of service in order to begin a controlled depressurization.",
OILPS_OSHA_01394,"An employee fell from the top of a truck and landed on the ground, breaking his leg in two places and requiring surgery.",Working at Height; Driving
OILPS_OSHA_04212,"An employee had been unloading tires from the back of a pickup truck. The employee went to step down out of the back of the pickup truck and stepped on the lift gate in a vertical position. The lift gate tipped and employee fell, impacting their side on the upright liftgate. The employee sustained five fractured ribs and a punctured right lung. The employee was hospitalized.",Driving
OILPS_OSHA_03371,An employee was assisting a rig crew with stabbing drill pipe into a rotating head. The employee's fingertips became caught between the rotating rubber head and a trip nipple causing lacerations to four fingertips on the left hand and partial amputations to his right ring and little fingers.,
OILPS_OSHA_02538,An employee was spotting for a backhoe when its track struck the employee. The employee's left leg was amputated from the knee down.,
OILPS_OSHA_01926,"An employee was rinsing the inside of a tank with water from a 1-inch hose. The water pressure surged and the hose whipped around. Its metal nozzle struck the employee's head and face, causing a fracture to the right mandible, a head laceration on the right side of the head behind the ear, and trauma to the right side of the head.",Energy Isolation
OILPS_OSHA_03937,An employee was handing a hot welding torch to his employer when the welding tip touched the employee's left hand between the knuckle and wrist. The employee sustained a burn to the hand.,Hot Work
OILPS_IOGP_SPI_0107,"Production tank load line 3-inch valve failed releasing 228.56 bbl crude into berms; operator isolated line; fluids 
remained contained.",
OILPS_IOGP_HPE_0060,Power cable damage during excavation.,
OILPS_OSHA_00771,"An employee was working on the ground aligning the bottom of a 13 3/8"" casing joint into the drilling rig v-door by hand. A winch on the rig floor was lifting the joint top through the v-door. The winch line was lowered causing the bottom of the pipe to slide into the injured employee's left foot resulting in a compound ankle fracture.",Safe Mechanical Lifting
OILPS_OSHA_03467,"An employee was in the mixing room when an asphalt truck arrived to be unloaded. The employee began the procedure for unloading the truck and went outside to the truck to ensure the valve was closed, remove the cap, and attach a hose from the truck to the tanks outside of the mixing room. The cap came off the truck due to pressure behind it and sprayed the employee with the hot asphalt. They sustained burns to the hands, arms, torso, and upper legs.",Energy Isolation; Driving
OILPS_IOGP_HPE_0061,"Workers were unloading sandbags from the bucket of a wheel loader. While unloading the sandbags, a worker’s left 
foot was under the loader’s bucket. The bucket was inadvertently lowered, resulting in a crush injury to the worker 
(hereinafter referred to as the injured person or IP).",
OILPS_OSHA_02357,"While cleaning equipment prior to rig down, an employee was working with a rig contractor to rig down a centrifuge slide with a forklift. The employee was sitting on a beam under the centrifuge and behind the slide when the slide slipped off the forklift, swinging and pinning the employee against the beam of the centrifuge. He sustained a fractured tibia and fibula just below the left knee.",Safe Mechanical Lifting
OILPS_IOGP_SPI_0115,"Coms loss caused skim tanks to overflow; tank sticks, transmitter, and pressure switches replaced.",
OILPS_OSHA_00389,"The employee was walking, tripped over a wooden pallet, and fell breaking his hip.",
OILPS_OSHA_02708,"An employee was standing within proximity of the drilling pipes as the pipes were being tightened with a wrench and the bucket of a mini excavator. The wrench that was held in place by the excavator bucket slipped, causing the drill pipe to move uncontrollably and strike the employee in the head. The employee sustained a concussion and a cut/laceration.",
OILPS_OSHA_01253,"A crew was attempting to line up a catwalk with a vee-door. An employee's left hand was resting on the catwalk. The employee signaled the driller on the controls to move the catwalk. The vee-door, which was resting on the catwalk, then shook free and swung down, smashing the employee's left pinky finger.",
OILPS_IOGP_SPI_0151,"While trenching to lay an electrical line, equipment contacted a high-pressure gas injection line.",
OILPS_OSHA_03107,Two employees were loosening a union. One of the employees was striking the union to loosen it when the ball valve broke off the pipe on the pressure side. The ball valve struck the employee's head and knocked him over. His head landed on a piece of piping.,Energy Isolation
OILPS_IOGP_HPE_0013,"Contractor carrying out repairs on the Scale Inhibitor Injection system, the system was understood to have been 
depressurised. As the contractor started to release an end cap, the cap was projected downwards under pressure. 
The cap went directly downwards into a section of plant close to a walkway. This could have had potential to impact 
personnel.",
OILPS_OSHA_02882,"An employee was pushing the forks of a forklift to widen their position. He needed to get the forks around the hook it sits in. Once it cleared the hook, the fork slid quickly, catching the employee's right middle finger against the headache rack support. The finger was amputated.",Safe Mechanical Lifting
OILPS_OSHA_00602,"An employee climbed a ladder to assess the next level of a metal roof. He stepped on a shingle and fell 8 feet through the roof to the ground, breaking his right index finger, left middle finger, right hip, and back.",Working at Height
OILPS_OSHA_00042,At 9:00AM an employee was working on an oil field energy services tanker removing a camlock cap. Pressure was on the cap when it was removed. It blew off and struck the employee in the face injuring his jaw and damaging his teeth. The employee was transferred to different hospitals before receiving treatment. The employee was hospitalized one night in Bismarck.,Energy Isolation
OILPS_OSHA_03359,"An employee removed plywood that was covering a hole so that a crane could fly in a flange. The employee fell through the hole in the floor, contacting a flange approximately 41 inches below. The employee then fell approximately 47 inches, contacting an aluminum step stool, before falling approximately 19 inches to the ground. The employee was hospitalized with a spinal injury that required surgery.",Safe Mechanical Lifting
OILPS_OSHA_02539,An employee was troubleshooting the dehydration unit at the compressor station when he sustained burns to the hand and face from a fire. He was hospitalized.,
OILPS_IOGP_SPI_0108,"Pressure gauge failure compressor released ~3,180 lb/hr CO2; detected during operations; no monitors alarmed.",
OILPS_IOGP_SPI_0090,Pressure transmitter failure released 355 bbl oil; 250 bbl recovered.,
OILPS_OSHA_02379,An employee was operating a four-wheeler to take soil samples when it hit a rock. The four-wheeler rolled over onto the employee's left leg fracturing the fibula and tibia.,
OILPS_OSHA_01113,"On July 22, 2017, an employee was hooking up a holiday detector to scan a pipe for any bare metal when he received an electrical shock on the hand and fell to the ground. He was hospitalized.",
OILPS_OSHA_03018,"An employee was loading a truck with caustic potash. A valve gasket failed and sprayed the employee with the caustic potash, resulting in burns to their face, back, chest, and head.",Toxic Gas / Hazardous Substance; Driving
OILPS_OSHA_00876,An employee was cleaning a H2S (hydrogen sulfide) tower using a H2O2 (hydrogen peroxide) chemical when a chemical explosion occurred. The employee suffered burns to an ear and leg.,Hot Work; Confined Space; Toxic Gas / Hazardous Substance
OILPS_OSHA_01603,"An employee was attaching a tong to a pipe when his left leg was caught in the tong pull line and the drill string, resulting in a left leg amputation.",Line of Fire
OILPS_OSHA_03894,"The injured employee was holding tubing while another employee used a sledgehammer to straighten out a bent tube. The roof that was being lifted fell down with the piping and crushed the injured employee's left thumb, resulting in amputation.",Working at Height
OILPS_OSHA_04031,An employee was under the rig floor adjusting a chain on the slips when his finger became caught between the chain and the blowout preventer (BOP). The employee sustained the amputation of his finger.,Energy Isolation
OILPS_OSHA_01608,An employee was performing rigging down to move the rig and began experiencing symptoms of heat-related illness including cramps.,Safe Mechanical Lifting
OILPS_IOGP_SPI_0070,Frozen 3” load line valve ejected ball releasing 211 bbl oil; oil migrated slightly off pad; remediation ongoing.,
OILPS_OSHA_04051,"A skid steer operator was attaching a skid steer's bucket loaded with concrete (estimated to be up to 500 pounds) to a machine. The injured employee was reaching in front of the bucket to move pieces of broken concrete when the bucket fell on his right arm, catching it between the bucket and concrete. The employee sustained a fractured arm and thumb, a laceration to the index finger, and an avulsion to their middle finger.",
OILPS_OSHA_00040,An employee suffered a back injury when a hopper that was being lifted by a forklift fell on the employee.,Safe Mechanical Lifting
OILPS_OSHA_02554,"An employee was guiding/lowering a Kelly hose off to the side of the work floor with a winch line when a counterweight slid down the winch line and struck the employee's left hand, causing an open fracture that required hospitalization.",Line of Fire; Safe Mechanical Lifting
OILPS_OSHA_00543,"An employee in a bucket truck was dismantling powerlines when he was electric shocked, suffering burns to both hands. He was hospitalized overnight.",Driving
OILPS_IOGP_SPI_0111,"Power/coms loss caused tanks to run over, releasing oil/water inside firewall and small amount on pad; recovery 
done.",
OILPS_IOGP_HPE_0042,Gangway disconnect during personnel transfer.,
OILPS_OSHA_02853,"An employee was performing maintenance on a load cell. Their right hand was on an RPM sensor of rotating weights when the pump jack cycled on, resulting in amputation of three fingertips on the employee's right hand.",
OILPS_IOGP_HPE_0074,"IP contacted by 2 3/8"" joint of pipe.",
OILPS_OSHA_03066,An employee was placing chemical hoses at the top of the tub of a blender. His right ring finger was pinched inside an inlet valve actuator and was amputated to the first joint.,
OILPS_IOGP_SPI_0089,Gas buster controller failure released 20 bbl oil; fully recovered.,
OILPS_IOGP_HPE_0094,"On 22 March at approximately 08:45, a tool bag was lifted from the rig floor to the derrick using catline #02 during 
equipment mobilisation.
When the bag reached the derrickman’s platform level, it suddenly accelerated upward, struck the sheave, the bag 
handles failed, and the bag and tools fell, impacting a container on the deck below.
No injuries occurred, but the dropped object had fatality potential.",
OILPS_OSHA_01347,Employees had finished clearing trees for a pipeline and were walking back to the trucks. The injured employee slipped and fell to the ground after stepping on a rock covered with leaves. The employee suffered a broken leg and was hospitalized.,
OILPS_OSHA_02948,"An employee was loading a dozer into a trailer when he fell off the dozer onto the trailer platform and then onto the ground, resulting in a laceration to his left elbow.",
OILPS_OSHA_04178,"An employee was helping an operator to pull a cable off a winch. The operator pulled in the line when it hooked some tree brush. The brush then whipped around and struck the employee's arm, resulting in a broken arm.",Safe Mechanical Lifting
OILPS_IOGP_HPE_0041,"During preparations for installing a 20’’ sealing ring on the platform on 2 July 2025, a technician tested the ring 
for fit before the lift operation. The 7.1 kg ring slipped from the technician’s hands and fell 6.35 meters to the deck 
below, landing approximately two meters from a mechanic who was grinding at deck level. The ring then bounced 
and struck the mechanic on the arm. The mechanic received a first-aid level impact with no observable injury. The 
event had a severe potential for fatality due to the weight and fall height. The ring had been brought into the elevated 
work area earlier than planned, the area was insufficiently barricaded, and the test occurred without notification to 
the crew below. Multiple procedural, communication and barrier-management weaknesses contributed.",
OILPS_IOGP_SPI_0104,1-inch equalization line leak released CO2/H2S at 320 lb/hr (14.5 lb/hr H2S).,
OILPS_OSHA_04066,"Three employees were assembling a mast for a mobile rig derrick. Each of the two sections are approximately 60 feet long. The lower mast was positioned on stands. The upper mast was supported by an overhead crane. The injured employee was standing at the base on the lower mast behind the winch skid. He was using a crane and a winch that is mounted on a forklift skid to slide the top mast into the lower mast. The upper section of the mast became misaligned and the force from the crane and winch operations caused the mast to shift 4 feet. This caused the winch skid to shift 4 feet back as well, pinning the employee's left foot between the base of the winch and the base of the forklift mast. The employee sustained two fractures in his foot.",Safe Mechanical Lifting; Working at Height
OILPS_OSHA_00521,"On 2/20/2016, at around 4:00 p.m., an employee was using a machine called a planner to prep the poly pipe for welding repairs when a short burst of flame occurred. The employee received second degree burns to the side of the face and neck and was hospitalized overnight.",Energy Isolation; Hot Work
OILPS_OSHA_03763,Employees were lowering material into a dumpster using a digger derrick truck. The injured employee jumped into the dumpster to remove a strap from the pallet. Their right tibia was fractured when their leg contacted the bottom of the dumpster.,Working at Height; Driving
OILPS_OSHA_02351,"An employee was removing a ""Christmas tree"" fitting from a pressurized wax tank. The pressure in the wax tank caused the wax to burst from the fitting and onto the employee. The employee was hospitalized for burns to the body.",Energy Isolation
OILPS_OSHA_02644,"An employee entered the subfloor to survey the area before submitting a plan for repair. There is a submersible pump and an electrical outlet for the pump to plug into under the subfloor. The employee touched an electrical source and sustained an electrical shock. The employee sustained a burn injury, internal damage, and was rendered unconscious. The employee was hospitalized.",
OILPS_OSHA_03194,"A crane's auxiliary line was tangled with its anti-two-block device's weight. An employee pulled on the line to free it; the slack released, and his left little fingertip was caught between the weight and the line. The fingertip was amputated.",Safe Mechanical Lifting
OILPS_OSHA_02720,An employee was acting as a ground guide for a vehicle as it backed up. The vehicle struck him and broke his left tibia and fibula.,Driving
OILPS_OSHA_02027,The rig crew was topping off the well with fluid when the operator noticed that the gauge was reading 0 psi. The rig operator leaned over the well head to check for flow inside the well head when an ice plug that had formed released from the well head and struck the employee in the face. The employee suffered injuries to his face and eyes.,Energy Isolation
OILPS_IOGP_SPI_0022,"After completing the loading of a vacuum truck from the pit located on the premises, a fire broke out between 
the shed and the truck cabin while the engine was running. The fire affected the truck cabin, and its driver and 
production operator suffered burns to the head.",
OILPS_OSHA_02491,"As a crane truck was rigging down, an employee's hand was caught between the outrigger and the crane. Three fingers on the employee's right hand were crushed and the employee was hospitalized.",Safe Mechanical Lifting; Driving
OILPS_OSHA_01325,"An employee was attempting to climb up an angle iron piece of a substructure when he slipped and fell backward 4 feet to the ground, suffering a spiral fracture to his right ankle.",Working at Height
OILPS_OSHA_02318,"An employee was standing on the floor of a drilling rig while hooking up a Kelly hose to a pipe. The hose struck him below the left shoulder blade, and he rolled off the rig and fell to the ground. He suffered kidney trauma, broken ribs, and a liver laceration.",
OILPS_IOGP_SPI_0012,Export pipeline’s 8” leak at valve station.,
OILPS_OSHA_01046,"An employee was standing on the wheel well of a sweeper vehicle. He was checking the radiator water level immediately after shutting the machine down. As he was filling the radiator with water, it began to bubble up, so he dismounted the machine. He landed oddly on the ground and fractured his left leg above the ankle.",Driving
OILPS_IOGP_SPI_0174,"Loss of primary containment of petroleum through the safety vent of a tank, visually identified by the area operator. 
The event occurred during the release of heat exchanger, due to the alignment valve to tank remaining open.",
OILPS_IOGP_SPI_0036,"At 08:55 am on the 11th of October a line of sight gas detector located on the production mezz deck indicated High 
High gas at which point the Control Room Operator (CRO) activated the Fire & Gas alarm and all personnel were 
instructed to go to muster. Additional gas detectors indicating High on the production deck location at which point 
the OIM instructed the CRO to activate the Emergency Shut Down due to the number of detectors that had been 
activated on Production Mezz Deck and Production Deck.",
OILPS_OSHA_03796,"A crew was dismantling a rig. They were closing the split spider after removing it from the casing when the injured employee's left hand was caught between the split spider and the rig's master bushing, which was also on the rig's floor. The employee suffered a laceration to the middle finger and fractures to the middle and ring fingers.",
OILPS_OSHA_04122,"On July 17, 2925, an employee was working on a computer inside a vehicle when they began experiencing symptoms of carbon monoxide poisoning, resulting in hospitalization.",Driving
OILPS_OSHA_01723,An employee was working outdoors and became ill due to heat exhaustion.,
OILPS_OSHA_04220,An employee was retrieving a Christmas tree from a shelf using a ladder. He missed a step and fell to the concrete floor. He sustained injury to his head and wrist.,Working at Height
OILPS_IOGP_SPI_0102,"Foreman found small head gasket leak on HP compressor #4 cylinder; compressor shut down; trending later 
showed 1.2 ppm.",
OILPS_OSHA_03143,An employee was handling a hydraulic skid cylinder using a forklift. His left hand was pinched between the cylinder pad eye and the skid guide slots. He suffered partial amputations to the ring and middle fingers.,Safe Mechanical Lifting
OILPS_IOGP_FATAL_0192,"On 22 October 2025 at approximately 1615 hours, smoke alarm detectors were triggered in the engine room. 
Personnel on Board (POB) mustering and engine room reported one missing person. Emergency Response 
Team (ERT) deployed to the location and found one engine room operator unconscious, adjacent to steam plant. 
Additionally, there was sign of steam release found at site. Despite prompt medical attention by the onboard 
medical team, the individual was subsequently pronounced deceased. The affected equipment and piping were 
isolated.",
OILPS_OSHA_01190,"An employee was putting a tire on a vehicle when the jack slipped and struck his left wrist, causing six fractures.",Driving
OILPS_OSHA_04225,"The injured employee was inserting the nozzle of a tubing tester into the testing bars when the tubing tester lowered the bars. The injured employee's finger was crushed between the nozzle and the wiper plate, resulting in amputation of the distal right index fingertip.",
OILPS_IOGP_SPI_0087,Nipple failure on third stage PSV caused 320 KCF gas release; operator shut down on discovery.,
OILPS_OSHA_01005,An employee was helping to sandblast an underground pipe with a hose and sandblasting wand when the wand pointed at his arm and released sandblasting material under high pressure. He suffered a serious arm abrasion.,Energy Isolation
OILPS_OSHA_00171,An employee working on the drilling floor was picking up the jerk chain for the tongs when the driller applied tension to the chain. The employee got the fingers of his left hand pinched between the headache post and the chain.,
OILPS_OSHA_00860,An employee was replacing a natural gas pipeline when he slipped on ice and fractured his left ankle.,
OILPS_OSHA_00163,"On or about 12 April 2015, at approximately 1410 hours, an employee amputated the distal portion of his left-hand, index phalanges (no bone involved). He was installing a hydraulic cylinder on a drilling rig when the cylinder he was holding swung laterally, pinching his distal phalanges between the cylinder and the drilling rig structure.",
OILPS_IOGP_HPE_0044,"While dismantling a scaffold, a contractor accidentally dropped a scaffold board. The board struck a 0.5-inch, 32-bar 
pressurized tube, causing physical damage to the tube and resulting in a gas leak.",
OILPS_OSHA_00128,An employee was opening a gate when the last finger of the employee's left hand was pinched in a roller; the fingertip was amputated.,
OILPS_OSHA_00514,"A valve cap, under pressure, struck an employee in the upper left arm resulting in a fractured arm and flesh loss.",Energy Isolation
OILPS_OSHA_03184,"A dump truck was trying to avoid rocks on a trail when its left-side wheels left the trail. The truck rolled about three times, and the driver suffered a neck strain, bumps and bruises, a laceration to the forehead that required stitches, and a laceration to the right forearm.",Driving
OILPS_OSHA_02488,"An employee was standing behind a winch truck. The truck rolled back and ran over the employee's left leg. The employee suffered a thigh injury, a head laceration, and bruising to the right-side ribs.",Safe Mechanical Lifting; Driving
OILPS_IOGP_HPE_0064,"During racking-back a 7” landing joint using the Monkey board forward pullback tugger, the line parted, causing 
the parted hook and line to fall from the Monkey board to the rig floor. No one was injured or struck by the dropped 
object. 3 crew members were in the Red Zone at the time of the Dropped Object. Hook weighed 0.75kg and dropped 
83ft approx.",
OILPS_OSHA_03108,"An employee was making confined space entries to clean a tank when they began to experience symptoms of heat-related illness, cramps, and heat exhaustion. The employee was hospitalized.",Confined Space
OILPS_IOGP_SPI_0133,Pressure safety valve released on low pressure sweep line.,
OILPS_OSHA_01187,"An employee was at the top of a fixed ladder mounted on the interior of a 10-foot deep trench box. It was raining and the employee's feet and the ladder were wet. The employee slipped off the ladder and fell onto his back on the plywood flooring of the excavation, sustaining a back injury.",Working at Height
OILPS_IOGP_SPI_0035,"On 17 April 2025, at 09:15 AM, during plant round, an operator observed an abnormal sound. Upon further 
inspection of the area, a vapor cloud and condensate leak were identified in Unit-84 from the Slug Catcher Filter 
area, (2’’ Line at upstream of 84-BDV-01.19).
Shift Supervisor/MCR Panel were immediately informed about the leak. The operator pulled the MAC, activated the 
deluge system, and provided a water curtain as per the Shift Supervisor’s direction. Plant emergency shutdown was 
initiated; the leaking section was isolated by closing ESVs and depressurized through the PCV on the Pre-Flash 
Drum to flare.
On inspection, a major hole, around 3” equivalent leak size was identified upstream of BDV01.19.
This leak triggered a Tier-2 Emergency Response, with personnel evacuating. 70 personnel were evaluated by the 
medical team, with toxic clips detecting 5ppm H2S at an occupied area, ~1.3Km away from the leak location. Of the 
personnel evaluated for gas exposure, 29 were classified as First Aid cases.
Safety performance indicators – Process safety events – 2025 data
29

===PAGE_30===",
OILPS_OSHA_00033,Employee received an electric shock when he placed his wrench near an energized bolt on a conductor he was removing.,
OILPS_IOGP_SPI_0026,"Two operators were preparing the well (gas lift) for maintenance. During preparation, the operators were supposed 
to bleed down the pressure on an isolated segment. Communication was made with the control room, and the 
pressure on the equalize manifold was requested. It was then communicated over the radio that the equalize 
manifold was opened to the flare. The IP understood this as the entire segment being open for bleeding to the flare, 
while in reality, only the equalize manifold was open. This resulted in a limited pipe segment remaining without its 
pressure being bled off. The IP then opened a hose with a mounted “manometer manifold” at the end to prepare 
for N2 purging. The hose was lying on the deck. As the IP stepped back over the “manometer manifold,” the hose 
ruptured, and the IP was struck by pressure and the hose on both legs.",
OILPS_IOGP_SPI_0094,Glycol pump nipple failure released ~1 gallon glycol and 137.8 kscf gas; fluid collected for disposal.,
OILPS_OSHA_00603,An employee was injured when condensate spontaneously released while the employee was starting up a coker.,
OILPS_OSHA_02805,An employee tripped going over a containment curb and fell. A Unistrut clip caused a laceration and degloving injury to his abdomen.,
OILPS_OSHA_03507,An employee was mixing mud when he began to feel dizzy due to dehydration from the heat.,
OILPS_IOGP_SPI_0179,"A severe industrial accident occurred on an offshore production platform during gas import operations. At the 
time, the platform was in the process of decommissioning, with most production systems already shut down and 
being readied for dismantling; only the gas import line remained operational to supply the power generator. On 
the morning of the incident, this last active pipeline ruptured after years of progressive corrosion, which developed 
specifically on its upper surface - an area exposed to salty water dripping through an unsealed opening between 
decks directly above. Because the line was installed in an elevated position, the most recent inspections did not fully 
address the upper side, allowing a localized, severe corrosion spot on the top of the pipe to go undetected. When the 
rupture finally occurred, a large volume of flammable gas was released and quickly ignited, resulting in a powerful 
jet fire and vapor cloud explosion. Multiple workers were injured, rescue efforts were hampered by equipment 
failures and communication problems, and the event resulted in significant material damage and evacuation of the 
platform.
Safety performance indicators – Process safety events – 2025 data
113

===PAGE_114===",
OILPS_IOGP_HPE_0063,"After completing the second gyro survey, the crew began rigging down. On the platform deck, a tugger line was 
attached to the gyro tool as secondary retention. The tool was lifted to the rig floor using the wireline. Once above 
the rotary table, the wireline gooseneck was installed on top of the tool. As the tugger was spooled in to take the 
tool’s weight, its swivel caught the gooseneck, pulling it off. The gooseneck, weighing 2.3 kg, fell approximately 50 ft 
from the rotary table to the platform deck.",
OILPS_OSHA_00615,"An employee was running a string of pipe from a derrick basket when his shirt was caught by the rotating torque rod. It pulled his shirt tight, compressing his chest against the derrick basket. He suffered chest bruising and lost consciousness, requiring hospitalization.",Working at Height
OILPS_OSHA_02844,An employee was attempting to free a hydraulic line. When the coil tubing was freed it struck the employee in the head causing a skull fracture and a laceration that required stitches.,
OILPS_OSHA_04201,"An employee was acting as a spotter for a forklift operator. While its forks were being raised, the forklift came into contact with a power line. The employee was touching the forklift's metal frame at the time and was shocked on the left palm. The employee suffered burns to both the left palm and the sole of the left foot.",Safe Mechanical Lifting
OILPS_OSHA_00368,"An employee was repairing a cooling fan and replacing the fan belt. The employee was using a screw driver to put the belt on when it slipped, catching the employee's finger between the pulley and fan belt. The employee's left fingertip was amputated.",Driving
OILPS_OSHA_00451,"Two employees were fusing two sections of polyline. When the fusing device was activated, the area became engulfed in flames. Both employees were hospitalized with burns to the face and hands.",
OILPS_OSHA_00836,An employee was loading an empty coil tubing reel onto a trailer using a crane. The reel fell off the trailer and struck the employee breaking the tibia and fibula.,Safe Mechanical Lifting
OILPS_OSHA_02861,"On July 26, 2021, an employee was hydroblasting using a 5,500 psi water blast gun with a 66-inch barrel. The barrel was run across the top of his left boot, lacerating the top of the foot. He was hospitalized, requiring cleaning and stitches for the wound.",Energy Isolation
OILPS_OSHA_00192,"An employee received flash fire burns while working on a non-functioning vaporizer at the 13-mile, full-service terminal vicinity in Williston, North Dakota.",Hot Work
OILPS_OSHA_01245,"An employee was greasing valves when he lost his footing and fell backward on a fluid pumping trailer. While he was falling, his right leg was caught in a 6-inch gap between the bumper and trailer, breaking his right fibula and tibia.",Line of Fire
OILPS_OSHA_02343,An employee suffered a 480-volt shock while investigating a power outage in a production area.,
OILPS_OSHA_00804,"An employee was dispatched to an oil and gas weld site to pick up produced water. When he made it to the worksite, he set his truck in position, connected the hose, and engaged the vacuum pump. A fire then occurred, causing second and third degree burns to both of his arms and part of his torso, as well as minor burns to his neck, face, and ear.",Driving
OILPS_OSHA_00275,"A crane was removing a heater from a platform. The heater was lifted up to tighten the chains before resuming the lift, but the heater stack (7 ft. pipe) broke off of the heater. The broken piece struck an employee, who suffered a severe concussion and broken bones in the neck.",Safe Mechanical Lifting
OILPS_OSHA_00269,An employee was inside a manhole when a 2x4 fell into the hole and hit the top of his finger that was grasping the ladder amputating it.,Working at Height
OILPS_IOGP_SPI_0122,Contractor vehicle hit gas injection blowdown riser releasing gas; compressor shut in and no injuries.,
OILPS_OSHA_01078,"On July 3, 2017, an employee was installing PVC pipe and using a chop saw when the employee experienced heat stress and heat exhaustion symptoms. The employee was hospitalized.",
OILPS_IOGP_SPI_0132,Tanks overflow due to level switch error.,
OILPS_OSHA_01146,"An employee was servicing an oil rig when a rod transfer became hung up, came loose, and struck the employee, knocking him out of a rod basket. He landed face first on a tubing board and broke his leg, jaw, nose, and other facial bones.",
OILPS_OSHA_02147,"An employee was working with another employee on top of an oil storage tank at a field site, dismantling piping and attachments to the tank. They had removed a piece of 4-inch vent piping and were attempting to throw the pipe to the ground. While they were throwing the pipe from the tank top, the pipe caught the harness of the injured employee, causing him to fall 15 feet to the ground. He broke his right wrist and pelvis. The employee's fall protection harness was not tied off at the time of the incident.",Working at Height
OILPS_IOGP_SPI_0118,"Lightning strike caused salt water disposal unit (SWD) tank fire, burning 18.75 bbl. oil and damaging multiple tanks 
before extinguished.",
OILPS_IOGP_SPI_0142,"While releasing pressure on a pipe, the pipe rotated and contacted with person, causing injury.",
